,source,reference,translation,metric
8022,Před několika lety by se nad podobným výrokem těžko kdo pozastavil.,A few years ago over a similar statement difficult who suspended.,"A few years ago, it would have been very hard for someone to take exception to such a statement.",-0.6288241744041443
8023,Výstavbu ale ukončila Mnichovská dohoda.,The construction ended with the Munich agreement.,"However, the Munich Agreement put an end to it.",0.1459495425224304
8024,"Ministerstvo zahraničí připravilo její aktualizaci, momentálně je v připomínkovém řízení.","The foreign ministry has prepared its update, currently is in the comment.","The Ministry of Foreign Affairs has updated it, and is currently in the process of sending out reminders.",-0.2625132799148559
8025,"Forbes dodává, že Justice zdědil velký majetek od svého otce a je majitelem několika uhelných dolů.",Forbes adds that the Judiciary inherited a large fortune from his father and is the owner of several coal mines.,"Forbes notes that he owns coal mines in five states, having inherited a coal business from his father.",0.4145665764808655
8026,Navalnyj vstoupil do ruské politiky jako protikorupční bloger a postupně se na roztříštěné opoziční scéně stal dominantní osobností.,Navalny joined the Russian policy as anti-corruption blogger and gradually the fragmented opposition scene become the dominant personality.,Navalny entered Russian politics as an anti-corruption blogger and gradually became the dominant figured on the fragmented opposition scene.,-0.2324953079223632
8027,"„Je to přímý přepis z jednoho z dopisů,“ uvedla filadelfská umělkyně.","""This is a direct transcript from one of the letters,"" said philadelphia artist.","""It came directly from a letter that she wrote to me,"" the artist, who hails from Philadelphia, said.",0.0830165818333625
8028,"National Prosecuting Authority uvedla, že se odvolá k jihoafrickému nejvyššímu soudu a soudní konání se uskuteční ještě letos.",The National Prosecuting Authority said that he will appeal the south african supreme court and the court of venue will take place later this year.,"The National Prosecuting Authority said it will appeal to South Africa's Supreme Court, and the appeal could be heard this year.",0.0816605612635612
8029,Za poslední půl rok ho poškodili čtyřikrát.,For the last half year damaged him four times.,It has been damaged four times in the last half year.,0.5862297415733337
8030,"„Policie právě zastřelila 18letého mladíka, jehož tělo stále leží na ulici,“ stálo v něm.","""The police just shot the 18-year-old boy, whose body still lies on the street,"" was in it.","""The police just killed an 18 year old kid and he's still laying in the street,"" it read.",-0.4392962157726288
8031,"Často šlo o odstrašující a nepříjemnou zkušenost, řekl James Vitrano, generální zástupce Ruby Tuesday, podle kterého dříve neexistoval spolehlivý způsob sledování stížností zaměstnanců.","Often it was a terrifying and unpleasant experience, said James Vitrano, general counsel Ruby Tuesday's, according to which previously didn't exist a reliable way of monitoring the grievances of the staff.","It was often an intimidating and uncomfortable experience, said James Vitrano, Ruby Tuesday's general counsel, who said there was no good way of tracking employee complaints.",-0.0203520040959119
8032,„Co se stalo?“ otáže se Rascona.,"""What happened?"" otáže the Rascona.","""What?!,"" Rascona asked.",0.3502879440784454
8033,"Představitelé ministerstva již dříve uvedli, že zákon by měl také pomoci vyřešit nesouhlas některých českých politiků se zavedením směrnice Evropské unie týkající se držení zbraní.",Officials of the ministry has previously said that the law should also help to resolve the disagreement of some Czech politicians with the introduction of the European union directive relating to possession of weapons.,Ministry officials previously stated that the law would also help resolve the certain Czech politicians' objections to the introduction of the European Union directive concerning the possession of arms.,0.140897199511528
8034,Nová studie však naznačuje pravý opak: strava bohatá na živočišný protein a mléčné výrobky by mohla pomáhat ulevit od příznaků zánětlivých onemocnění střev.,"A new study, however, suggests just the opposite: a diet rich in animal protein and dairy products could help relieve the symptoms of inflammatory bowel disease.",But a new study claims quite the opposite: a diet rich in meat-based protein and dairy treats could help relieve symptoms of sufferers of inflammatory bowel disease.,0.4655165672302246
8035,"Mluvčí indonéského ministerstva zahraničí Arrmanatha Nasir setřásl obvinění, když prohlásil novinářům v Jakartě, že: „V Indonésii stále platí demokratický systém a média jsou svobodná, je tedy obtížné zamaskovat důkazy případů porušování lidských práv.“","A spokesman of the indonesian foreign ministry Arrmanatha Nasir shrugged off the accusations, when he said to reporters in Jakarta: ""Indonesia still applies a democratic system and the media are free, it is therefore difficult to disguise the evidence of cases of human rights violations.""","Indonesian Foreign Ministry spokesperson Arrmanatha Nasir shrugged off the group's allegations, telling journalists in Jakarta, ""In Indonesia, a democratic system still applies and there's free media so it's hard for the evidence of human rights cases to be covered up.""",0.0634095519781112
8036,Rekordní byl letošní 7. červenec.,A record was this year's 7. July.,The record was 7 July.,0.8264102935791016
8037,"Když se budou zajímat, na jakou rostlinu zrovna narazili na procházce, tato aplikace jim poradí.","If they will be interested in what plant I came across on the walk, this app can help them.","Whenever someone is interested in which plant they have just encountered, they can find out about it from the application.",-0.1728679686784744
8038,Na stole byla Sparta.,On the table was Sparta.,Sparta was on the table.,-0.968683898448944
8039,"Pruitt v červnu oznámil snahu EPA oddálit ozonové standardy - které měří skutečné znečištění vzduchu v konkrétních oblastech země a na základě měření určují limity, které je nutno splnit do října 2018.",Pruitt announced in June the efforts of the EPA to delay ozone standards - which measures the actual air pollution in specific areas of the country and on the basis of the measurement determine the limits that must be met by October 2018.,Pruitt in June had announced the EPA's intention to delay the ozone designations - in which existing smog pollution is measured in parts of the country to determine where cuts must be made to meet tougher air quality standard - by one year to October 2018.,0.3356956541538238
8040,"Rozhodnutí Bílého Domu přiletět s helikoptérou námořnictva na South Lawn k příležitosti oslavy amerického výrobního průmyslu, která se konala minulý měsíc, přišlo podle záznamů námořnictva, které vydal týdeník TIME, na 24 000 $.","The decision of the White House to fly with the helicopter the navy on the South Lawn for the occasion of the celebration of the american manufacturing industry, which was held last month, came according to the records of the navy, which issued a weekly TIME for 24 000 $.","The White House's decision to fly a Marine helicopter to the South Lawn for an event highlighting American manufacturing last month cost taxpayers as much as $24,000, according to military records released to TIME.",0.2674900889396667
8041,"Samozřejmě se nejedná o zákaz v plném slova smyslu, občané USA mohou po všech padesáti státech cestovat svobodně.","Of course, this is not a ban in the full sense of the word, citizens of the united states may, after all fifty states to travel freely.","Of course, this is not a ban in the full sense, and US citizens can travel freely across all 50 states.",0.4897207617759704
8042,"„Celou záležitost nyní prošetřují příslušné úřady a Severozápadní univerzita s nimi plně spolupracuje,“ uvedl Cubbage.","""The whole matter is now being investigated, the competent authorities and Northwestern university with them, fully cooperating,"" said Cubbage.","""This is now a criminal matter under investigation by the appropriate authorities, and Northwestern University is cooperating in that investigation,"" Cubbage said.",0.2010411918163299
8043,To jako že košer jsou jen sankce schválené Radou bezpečnosti OSN?,It's like being kosher are only the sanctions approved by the UN security Council?,Are the sanctions approved by the UN Security Council really kosher?,-0.5393136143684387
8044,"Ale teprve když „si na celou věc posvítila sociální média“, začaly si společnosti uvědomovat, že v online světě nemohou jednoduše schovávat své kostlivce ve skříni.","But only when ""the whole thing shone social media"", started the company to realize that in the online world can not simply hide your skeletons in the closet.","But it wasn't until ""social media came into its own"" that companies realized they couldn't stop their dirty laundry from going viral online.",-0.5139775276184082
8045,"„Předtím jsem žila se svým ex-manželem v mnohem větším domě ve čtvrti Knightsbridge,“ uvedla Joanne.","""Before, I lived with my ex-husband in a much larger house in Knightsbridge,"" said Joanne.","""Before this, I was living with my ex in Knightsbridge in a much bigger space,"" Joanne says.",0.6446144580841064
8046,"V Lednici na Břeclavsku čtvrtečních 37,4 stupně překonalo původní maximum o čtyři desetiny stupně a v Pohořelicích na Brněnsku aktuálních 37,1 stupně převýšilo rekord o tři desetiny.","In the Fridge at Břeclav on Thursday 37,4 degrees surpassed the original maximum of four-tenths of a degree and in Pohorelice in Brno current 37,1 degrees exceeding the record by three tenths.","In Lednice, near Břeclav, the temperature on Thursday reached 37.4 degrees, surpassing the original maximum by four tenths of a degree, and in Pohořelice near Brno the current temperature of 37.1 degrees exceeded the record by three tenths.",0.069778211414814
8047,"Samci poměrně špatně odhadují čas, kdy je samice připravená, navíc jsou často zmatení a netuší, co dělat.","Males are relatively poorly estimated the time when the female is ready, plus they are often confused and have no idea what to do.","Males are bad at estimating the time when the female is ready, they are often confused and do not know what to do.",0.2384143024682998
8048,Nestydatá Mesarošová: Z overalu jí lezl silikon i celulitida!,"Shameless Mesarošová: Of the suit, she climbed silicone and cellulite!",Brazen Mesarošová: Silicone and cellulite seeping out of her overalls!,-0.7987877726554871
8049,"""Přes Rakousko navíc Češi míří právě k Jadranu,"" vysvětlila Cieslarová.","""Through Austria in addition, the Czechs are heading to the Adriatic,"" she explained Cieslarová.","""Most Czechs head through Austria towards the Adriatic,"" Cieslarová explained.",0.4986927807331085
8050,Dvěma lidem se bohužel před strojem utéct nepodařilo.,Two people sadly in front of the machine to escape failed.,"Unfortunately, two people failed to escape the plane.",-0.5898728370666504
8051,Stále to jsou jen části utkání.,They're still just part of the game.,They're still just parts of the match.,0.788354218006134
8052,"Na účast Hrušky v kulinářské akademii reagovala jen Prima s tím, že celou záležitost bere jako jeho osobní aktivitu, která jde mimo televizi.",The participation of Pears in the culinary academy responded just Cool with the fact that the whole affair takes as his personal activity that goes beyond the tv.,Prima has only reacted to Hruška's participation in the cooking academy by treating the whole thing as his personal activity outside of television.,-0.1557930409908294
8053,"Nevěřili jsme, že bude tak dobře přijímaný.",We didn't think would be so well accepted.,We couldn't believe it was so well received.,-0.2157081365585327
8054,Nově vzniklá francouzská aplikace je zdarma ke stažení na stránkách Tajný život města.,The newly formed French app is free to download on the website of the Secret life of the city.,The newly created French application is free to download from the Tajný život města website.,0.286514550447464
8055,Chorvatsko je až čtvrté a Itálie šestá.,"Croatia is up to fourth, and Italy the sixth.",Croatia is fourth and Italy sixth.,0.7477555274963379
8056,Za ilegální kempování v Řecku byli zadrženi dva Bulhaři,For illegal camping in Greece were arrested two Bulgarians,Two Bulgarians Were Detained For Illegal Camping in Greece,-0.9034119844436646
8057,"Přes zákaz se nadcházejícího MS zúčastní 19 Rusů, kteří už dříve prokázali, že byli delší dobu testováni mimo ruský antidopingový systém.","Despite the prohibition of the upcoming MS attend the 19 Russians, who've previously demonstrated, that they were long time being tested outside the Russian anti-doping system.","Despite the ban on the upcoming international championships, 19 Russians who have previously proved they have been tested outside of the Russian anti-doping system for a long time will participate.",-0.1125647500157356
8058,"Oběť i vrah spolu měli mít sex a kouřit marihuanu, posléze ji zabil.","The victim and the killer together should have sex and smoke marijuana, eventually killed her.","Both the victim and the killer had sex and smoked marijuana, then he killed her.",-0.0202196612954139
8059,"Za páté, neznám situaci v americké historii, kdy si státy kvůli politickým otázkám takovéto naschvály dělaly, kromě případu jediného.","Fifth, I don't know the situation in american history where states due to the political issues such a hard time doing, except in the case of a single.","Fifth, I do not know of any situation in US history when states have done this for political reasons except this case.",0.1572212427854538
8060,Herci scénu opakují.,Actors scene repeated.,The scene begins again.,-0.9820958971977234
8061,"""I když došlo k pokroku, stále je potřeba udělat ještě hodně práce,"" řekl předseda IAAF Sebastian Coe.","""Although there has been progress, still need to do a lot of work,"" said the president of the IAAF Sebastian Coe.","""Although progress has been made, there is still a lot of work to be done,"" said IAAF Chairman Sebastian Coe.",0.4760493338108063
8062,"Ale vláda se prostě musí řídit, premiér Sobotka nechával všechno vyhnít, nikdy nerozhodl.","But the government simply must drive, prime minister Sobotka let everything fester, never decided.","The government simply needs to be led. Prime Minister Sobotka left everything to rot, he never made any decisions.",-0.8714851140975952
8063,"Alan K. Cubbage, viceprezident univerzity pro styk s veřejností, ve svém e-mailovém prohlášení uvedl, že Lathem je nyní na administrativní dovolené a byl mu zakázán vstup na školní prostory univerzity.","Alan To. Cubbage, vice president of university relations, in an e-mail statement said that the Lathem is now on administrative leave and he was denied entry to the school premises of the university.","Alan K. Cubbage, the vice president for university relations, said in an emailed statement that Lathem is now on administrative leave and has been banned from entering Northwestern University campuses.",0.1204555705189704
8064,"Na začátku letošního roku byly z papui vyhoštěni dva francouzští novináři - Franck Escudie a Basille Longchamp - z důvodu „nedostatku spolupráce s úřady“, to vše navzdory faktu, že dostali tak vzácné povolení k filmování.","At the beginning of this year were from papua expelled two French journalists - Franck Escudie and Balsille Longchamp - due to ""lack of cooperation with the authorities"", all this despite the fact that they got so rare permission to film.","Earlier this year, French journalists Franck Escudie and Basille Longchamp were deported from Papua for a ""lack of coordination with related institutions"" despite having been granted rare permission to film.",0.4598646163940429
8065,"Dva bratři se nyní, více než čtyři dekády po založení impéria jejich italskou rodinou, přetahují o jednu z nejdražších viktoriánských nemovitostí v hodnotě přesahující 500 milionů dolarů.","The two brothers are now, more than four decades after the founding of the empire to their Italian family, fighting over one of the most expensive victorian real estate worth in excess of $ 500 million.","Two brothers are at war over one of Victoria's biggest real estate empires, worth more than $500 million, four decades after their Italian family founded the dynasty.",0.2701496183872223
8066,"Ještě je otázka, jestli si z nás někdo nedělal srandu,"" měří si mě Martin podezřívavým pohledem.","There is still the question, if one of us wasn't kidding,"" measured me Martin suspicious look.","But the question remains if someone was making fun of us,"" said Martin, casting me a suspicious look.",0.2559943795204162
8067,Annin příběh začal jako školní práce.,Anna's story began as a school work.,Anna's story started as a school project.,0.7518808841705322
8068,"Čímž neříkám, že to dělali dobře.",Which is not to say that they did it well.,I'm not saying they did that well.,0.4170455038547516
8069,Na jeho místě pak vznikla přesná kopie.,In his place was then created an exact copy.,An exact copy was created in its place.,-0.5972343683242798
8070,"""Volání v roamingu využívají spíše firemní zákazníci na pracovních cestách,"" dodala Cieslarová.","""Call in roaming using more corporate customers on business trips,"" she added Cieslarová.","""Calls while roaming are more likely to be made by business customers on work trips,"" Cieslarová added.",-0.2537197470664978
8071,Kromě Pardubického kraje už má také hotové všechny kandidátky.,In addition to the Pardubice region has also finished all the candidates.,"Except for the Pardubice Region, all the candidates have already been prepared.",-0.3319118022918701
8072,„Nevěříme v regulaci pomocí soudní spory a plnění termínu bereme vážně.,"""We don't believe in regulation by litigation and the performance of the term we take seriously.","""We do not believe in regulation through litigation, and we take deadlines seriously.",0.417181134223938
8073,Běžkyně na střední tratě Muirová stanovila jen za poslední rok pět britských a dva evropské rekordy.,"Jogger on medium-haul Muir established just last year, five british and two european records.","Middle-distance runner Muir is leading the way, having set five British and two European records in the past year.",-0.2847088575363159
8074,"Riga je nádherná, bude mi chybět, říká gólman Sedláček a hledá angažmá.","Riga is beautiful, I will miss him, says the goalie Sedlacek and looking for engagement.","Riga is amazing, I'm going to miss, said goalkeeper Sedláček as he looks for a new engagement.",-0.979379177093506
8075,"Odpověděl pouze Colin prostřednictvím textové zprávy, ve které uvedl, že vzhledem k faktu, že spor se řeší před soudem, „nemám k tomu co dodat“.","He answered only Colin via text message, in which he stated that, due to the fact that the dispute is solved before the court, ""I have nothing to add"".","Only Colin replied, by text message, to say that because the case was before the courts ""I really cannot say much.""",0.2086609750986099
8076,Příběh Ferrellové kromě toho zdůrazňuje roli výstřední černé ženy v širším aspektu hnutí Black Lives Matter.,The story Ferrellové in addition emphasises the role of eccentric black women in the broader aspect of the movement Black Lives Matter.,"Moreover, Ferrell's story reiterates and re-centers the role of black queer women in the broader Black Lives Matter movement.",0.1426746547222137
8077,"Výstava Vítejte u neandertálců v pavilonu Anthropos Moravského zemského muzea v Brně láká na nevšední exkurz do nejhlubšího pravěku do doby kamenné, do světa našich předchůdců.","Exhibition Welcome to the neanderthals in the pavilion Anthropos of the Moravian museum in Brno attracts on an extraordinary excursion into the depths of prehistory into the stone age, into the world of our predecessors.",The exhibition Vítejte u neandertálců (Welcome to the Land of the Neanderthals) in the Anthropos Pavilion of the Moravian Museum in Brno is beckoning visitors to go an unusual excursion into the deepest prehistoric times right back to the Stone Age and the world of our ancestors.,0.1154968440532684
8078,Informovali o tom pracovníci Českého hydrometeorologického ústavu.,Informed about the staff of the Czech hydrometeorological institute.,The announcement was made by the staff of the Czech Hydrometeorological Institute.,-0.5348915457725525
8079,Fairfax Media kontaktovala Colina a Paula de Lutisovy a jejich právníky v pátek.,Fairfax Media contacted Colin and Paul de Lutisovy and their lawyers on Friday.,"Fairfax Media contacted Colin and Paul De Lutis on Friday, and their lawyers.",-0.0994461700320243
8080,To může udělat každý premiér.,It can make every prime minister.,Any prime minister can do that.,0.6283558011054993
8081,"Rok výroby 2003 ještě měl takovou knížečku s návodem drobných oprav, mezi které patřila mimo jiné výměna žárovky blinkru.","Year of manufacture 2003 still had a book with instructions, minor repairs, among which belonged, inter alia, the replacement of incandescent turn signals.","The 2003 production year still had a booklet with instructions for minor repairs, including replacing the indicator light.",-0.333259254693985
8082,"Pracovali zde generace mnoha rodin a zaměstnanci pocházejí většinou z místní komunity a oblasti Glasgow, kde práce ve zdejší továrně představuje kritický pilíř slušného zaměstnání v oblasti z vysokou nezaměstnaností a sociálním odloučením.","Worked here the generation of many families and staff come mostly from the local community and the area of Glasgow, where work in the factory represents a critical pillar of the decent jobs in areas of high unemployment and social separation.","Generations of families have worked here and the workforce is highly concentrated in the local community and the greater Glasgow area, a crucial pillar of decent employment in an area of high unemployment and social deprivation.",0.4829939603805542
8083,Rekvizita Bílého Domu stála daňové poplatníky tisíce dolarů,Prop the White House cost taxpayers thousands of dollars,White House Prop Cost Taxpayers Thousands,0.7292890548706055
8084,"Plzeňské Království jedu se může těšit z mláďat hned tří vzácných, smrtelně jedovatých plazů.","Pilsner Kingdom poison can enjoy from the offspring of three rare, deadly poisonous reptiles.","At the Království jedu (Poison Kingdom) in Pilsen, visitors can now look forward to seeing the young of three rare, deadly poisonous reptiles.",-0.0053694774396717
8085,Nová doba přinesla nové návody.,New times have brought new tutorials.,The new age brought new instructions.,0.711871325969696
8086,O rekord ho připravil hned následující rok jiný dubajský mrakodrap.,"On the record deprived him the very next year, another dubai skyscraper.",Another skyscraper in Dubai took over the record the following year.,-0.9782675504684448
8087,"Ano, jsou důležité, ale vaše srdce si nezískají.“","Yes, they are important, but your heart will not receive.“","These are important but they don't pull the heart strings.""",0.5952320694923401
8088,Přivezl ho vládní speciál.,Brought him a government special.,He was picked up by a special government plane.,-0.9897856712341307
8089,EPA v reakci na žalobu přehodnotila své rozhodnutí k oddálení pravidel kouření,EPA in response to the lawsuit reconsider its decision to delay the rules of smoking,EPA reverses decision to delay smog rule after lawsuits,0.6073747277259827
8090,Jako nejmladší ze čtyř manželek jejího muže jí nebylo přiřazeno žádné pole k obdělávání.,"As the youngest of the four wives of her husband, she was assigned no field for cultivation.","As the youngest of her husband's four wives, she has been assigned no fields to tend.",-0.2350532561540603
8091,Hlavním účelem cvičení je otestovat psy ve vrtulníku.,The main purpose of the exercise is to test the dogs in a helicopter.,The main purpose of the exercise is to test the dogs in the helicopter.,0.8554909229278564
8092,Opuštěný areál byl devastován a rozebírán na stavební materiál.,The abandoned complex was devastován and disassembled for building material.,The abandoned site was devastated and stripped for building materials.,0.2703524529933929
8093,Může se v klidu vyspat.,Can in peace sleep.,You can sleep in peace.,-0.999592900276184
8094,Ty teď klidně vystřídají narychlo posbírané neznámé osobnosti.,"You now quietly relieved, hastily collected an unknown personality.",They are now being casually replaced the newly acquired unknown figures.,-0.9147337675094604
8095,"Nikdo neplánuje přijmout zprávu zcela bez výhrad,“ zakončil Smirnov.","No one plans to accept the message without hesitation,“ concluded Smirnov.","No one plans to accept this report unconditionally,"" Smirnov added.",-0.1130200028419494
8096,"Narůstající počet výzkumů jasně potvrzuje, že dnešní zaměstnanci očekávají od svého pracoviště více než kdy dříve.",A growing number of research clearly confirms that today's employees expect from their workplace more than ever before.,There's a growing body of research showing today's employees expect more from their workplaces than before.,0.1042674481868743
8097,"Známý komentátor Rush Limbaugh - Jana Křtitel ve věci Trumpova nástupu k moci - v roce 2010 argumentoval, že Socha Svobody ve skutečnosti nikoho nezve do země, ale představuje raný neokonstruktivismus, přinášejíc americký plamen zaostalému světu: „Socha Svobody vykračuje vpřed.","Well-known commentator Rush Limbaugh - John the Baptist in the matter of Trumpova coming to power in 2010, argued that the Statue of Liberty in fact anyone invite me to the country, but it represents the early neokonstruktivismus, bringing american flame retarded to the world: ""the Statue of Liberty walks forward.","The great loudmouth Rush Limbaugh, a kind of John the Baptist for the coming of Trump, argued in 2010 that Liberty is not inviting anyone in, but is rather an early neocon, taking the American flame out to the benighted world: ""Lady Liberty is stepping forward.",-0.4863820672035217
8098,Podle organizace Human Rights Watch bylo zabito pět protestujících a mnozí vyvázli se zraněním.,"According to the organization Human Rights Watch, were killed five protesters and many escaped with injuries.","According to Human Rights Watch, five young protesters were killed and many more injured.",0.7425243854522705
8099,"Možná, že John F. Kelly to skutečně dokáže.",Maybe John F. Kelly's can really do.,Maybe John F. Kelly can actually do it.,-0.9508057236671448
8100,"„Měl jsem důvod o této problematice přemýšlet a nemyslím si, že tyto typy měření k posouzení věku jsou správné.","""I had a reason to about this issue think and I don't think that these types of measurements to assess the age are correct.","""I've had reason to think about this, and I don't think the type of measurement being used should be.",0.0755418315529823
8101,"Když ji po sexu oblékal, cítil se spokojeně a musel si zapálit marihuanu.","When after sex he dressed, he felt happy and had to smoke marijuana.","When he dressed her after sex, he felt happy and had to smoke marijuana.",-0.5651706457138062
8102,Kromě toho Papua podporuje těžbu dřeva v odhadované hodnotě 78 miliard dolarů.,"In addition, Papua supports the extraction of wood in the estimated value of $ 78 billion.","In addition, Papua boasts timber resources worth an estimated $78 billion.",0.6186855435371399
8103,"„Rekonstrukce těchto událostí je inspirující, jelikož popisuje strach, který jsme museli prožít - je to však zároveň moment k zamyšlení,“ řekl.","""The reconstruction of these events is inspiring, since it describes the fear we had to live - however, it is also a moment for reflection,"" he said.","""The reenactment is inspirational in a way because it describes the horror of what we endured, but it also is a teaching moment,"" he said.",0.6556473970413208
8104,Od té doby sloužily budovy státnímu statku.,Since they served the building of state farm.,"After that, the buildings served as state property.",0.3953975737094879
8105,"„Můj italský původ mi diktuje, že rodina je ze všeho nejdůležitější,“ napsal.","""My Italian origins dictates that the family is the most important of all,"" he wrote.","""My Italian heritage dictates that family is the most important priority,"" he wrote.",0.616484522819519
8106,„Nikdy se nenechejte umlčet.“,"""Never don't shut up.""","""So never shut up.""",0.8163861036300659
8107,Má za sebou šedesát chemoterapií.,Has had sixty chemotherapy.,He has completed 60 rounds of chemotherapy.,-0.7879029512405396
8108,"Ian Green, výkonný ředitel Terrence Higgins Trust řekl: ‚Prioritou číslo jedna musí být rychlé nasazení testů v celé zemi; musíme zajistit jeho dostupnost každému pacientovi.","Ian Green, the executive director of the Terrence Higgins Trust said: 'the number one Priority must be the rapid deployment of tests in the whole country; we must ensure its availability to each patient.","Ian Green, chief executive of the Terrence Higgins Trust, said: 'The priority must now be to make sure that the trial is rolled out speedily across the country, and that no-one at risk of HIV is left behind.",0.4019862413406372
8109,"Když už Dědek vstupuje do politiky, mohl si alespoň nastudovat pravidla hry.","When Old man enters into politics, could you at least learn the rules of the game.","When Dědek entered politics, he could at least have studied the rules of the game.",0.2139297723770141
8110,"Motorkář na sebe upoutal pozornost bezohlednou jízdou po ulicích, chodnících i parkových cestičkách v Úšovicích.","The biker caught the attention of reckless driving on streets, sidewalks and park paths in Úšovicích.","The biker aroused attention with a reckless ride along the streets, pavements and parks in Úsovice.",0.07225052267313
8111,Může být sezona bez pohárů alespoň výhodou pro ligu?,It may be the season without the cups at least the advantage for the league?,Can a cupless season be at least an advantage for the league?,0.4132731258869171
8112,"„Dnešní události jsou vyvrcholením..., ke kterým došlo v minulosti.","""Today's events are the culmination of... that have occurred in the past.","""This happening today is a culmination of ... that has happened in the past.",0.0044764056801795
8113,"Mluvčí české SVS Petr Majer sdělil, že vejce a kuřecí z Nizozemska a Belgie, kde úřady přistoupily i k zavírání chovů, se do Česka v poslední době nedovážely.","A spokesman for the Czech JRC Petr Majer told that the eggs and chicken from the Netherlands and Belgium, where the authorities have acceded to the closing of the farms, in the Czech republic in the last time is exported.","Spokesman for the Czech State Veterinary Administration Petr Majer said that recently no eggs and chickens have been brought into the Czech Republic from the Netherlands and Belgium, where the authorities gone so far as to shut down farms.",-0.0349888801574707
8114,"Vůbec poprvé za šest sezón, které strávil Mora na pozici trenéra ve Westwoodu, začíná tréninkový kemp Bruins o týden dříve než minulý rok a tréninky jsou po dobu letního semestru omezeny. Svůj vliv na tom má též rozhodnutí omezit počet tréninků ze dvou na jeden denně.","For the first time in six seasons that he spent the Mora as coach in Westwood, begins training camp the Bruins a week earlier than last year and the workouts are for the summer semester are limited. Its influence has also the decision to limit the number of workouts from two to one a day.","The trade-off from no two-a-days is more one-a-days, the Bruins pushing up the start of camp nearly a week from last season and holding practices during summer school for the first time during Mora's six seasons in Westwood.",0.1457778811454773
8115,"Doufejme, že si nespletl hnutí.",Hopefully not to confuse the movement.,Let's hope that the movement didn't take it the wrong way.,-0.9123079776763916
8116,"Další dva bratři, Mark a Luke, již nejsou součástí skupiny společností rodiny De Lutis. Colin uvedl, že Mark byl při svém odchodu odškodněn částkou 10 milionů dolarů a Luke částkou 26 milionů dolarů.","Two other brothers, Mark and Luke are no longer part of the group of companies of the family De Lutis. Colin said that the Mark was upon his retirement compensated the amount of $ 10 million and Luke the amount of 26 million dollars.","Two other brothers, Mark and Luke, are no longer part of the De Lutis group of companies, with Colin saying that Mark was paid $10 million when he left the business, and Luke $26 million.",0.3143407702445984
8117,"Když nevěříte, tak se nemůžete vrátit.","If you don't believe, so you can't go back.","If you don't have faith, then you can't go back.",-0.999832272529602
8118,"Al Maghrabi dívku unesl, vzal do domu svého otce, kde ji znásilnil a holýma rukama uškrtil.","Al Maghrabi girl kidnapped, taken to his father's house, where he raped her and with his bare hands strangled.","Al Maghrabi kidnapped the girl and took her to his father's house, where he raped her and strangled her with his bare hands.",-0.1101642474532127
8119,Kdo vysvětlí sankce?,Who can explain the penalties?,Who will explain the sanctions?,0.8441643118858337
8120,"Bílý Dům argumentuje tím, že skutečné provozní náklady helikoptéry se pohybují značně pod uvedenou částkou.",The white House argues that the actual operating costs of the helicopter are moving significantly below this amount.,The White House argues the true cost of operating the helicopter is well below that rate.,0.8923181891441345
8121,I přes jejich jednoduchou materiální kulturu byli nesmírně úspěšní predátoři své doby.,"Despite their simple material culture, were extremely successful predators of its time.","Despite their simple material culture, they were extremely successful as the predators of their time.",0.5746670961380005
8122,"""Byla to rána, nečekal jsem to, okamžitě se mi spustila z nosu krev,"" okomentoval Ladislav vzniklou situaci.","""It was morning, I wasn't expecting it, immediately I launched from the nose of the blood,"" commented Ladislav situation.","""It was a blow I did not expect. I started bleeding immediately,"" Ladislav commented on the situation.",-0.1039455160498619
8123,Ještě bych chtěl chytat deset roků.,I'd wanted to catch for ten years.,I would like to play for another 10 years.,-0.9134863018989564
8124,"Algoritmickou analýzou DNA Manningové a využitím 30 portrétů ke znázornění toho, jak by vypadal člověk s tímto genotypem, stvořila Dewey-Hagborgová břitký, ne-li intelektuální komentář o poddajnosti DNA - stejně jako o mnoha způsobech, jakými lze DNA interpretovat - a neodmyslitelném determinizmu těchto interpretací, stejně jako identity.","Algorithmic analysis of the DNA of Manning and the use of 30 portraits to illustrate it, how would a person with this genotype, created the Dewey-Hagborgová trenchant, if not an intellectual comment about the softness of the DNA - as well as about the many ways you can DNA to interpret - and neodmyslitelném determinizmu these interpretations, as well as identity.","By algorithmically analyzing DNA extracted from Manning and using it to create 30 portraits of what someone with that genomic data might look like, Dewey-Hagborg has created a trenchant, if somewhat cerebral, commentary on not only the malleability of DNA data - the many ways it can be interpreted, and the inherent determinism of those interpretations - but also identity.",-0.524567186832428
8125,„Comrade Detective“ se ale příliš soustředí na nešikovné propagandistické drama - které zahrnuje i zabijáka s maskou Reagana - a podle toho to také vypadá.,"""Comrade Detective"" but focus too much on inept propaganda drama - which also includes a killer with a mask of Reagan - and it also looks.","But ""Comrade Detective"" is so committed to the verisimilitude of a hamfisted propaganda drama - a killer wearing a Reagan mask is involved - that it often plays like one.",-0.2450538277626037
8126,"""Naše rodina nemá nepřátele a ta zranění, která neslo Ranino tělo, byla strašlivá,"" řekl médiím.","""Our family has no enemies and the injuries, which was Ranino body, it was terrible,"" he told the media.","""Our family has no enemies, and the wounds sustained by Rana's body were awful,"" he told the media.",0.0971182957291603
